date,type,campaign,ad_group,keyword,device,product_id,title,category,region,impressions,clicks,add_to_cart,purchases,revenue,ad_spend,roas,avg_rating,reviews_count,avg_cpc,avg_cpm,quality_score
2025-12-02,shopping,Shopping - Footwear,Kids Sneakers,,Tablet,P114,Kids Sneakers,Footwear,Mumbai,597,20,19,0,0,254.46,0.0,4.86,169.0,,,
2025-11-11,search,Search - Generic,Search Ads,buy outdoor backpack,Tablet,,,,Chennai,828,28,0,0,0,41.72,0.0,,,1.49,50.39,7.0
2025-11-06,search,Search - Generic,Search Ads,buy wireless earbuds,Mobile,,,,Mumbai,5468,283,0,5,9165,602.79,15.2,,,2.13,110.24,9.0
2025-11-16,search,Search - Generic,Search Ads,buy puffer jacket,Tablet,,,,Mumbai,6790,384,0,6,15162,660.48,22.96,,,1.72,97.27,7.0
2025-11-09,search,Search - Generic,Search Ads,buy winter gloves,Mobile,,,,Delhi,6303,205,0,3,8256,106.6,77.45,,,0.52,16.91,8.0
2025-11-25,search,Search - Generic,Search Ads,buy men's jackets,Tablet,,,,Hyderabad,5335,196,0,9,14040,292.04,48.08,,,1.49,54.74,3.0
2025-11-29,search,Search - Generic,Search Ads,buy men's jackets,Mobile,,,,Bangalore,4301,146,0,2,6612,223.38,29.6,,,1.53,51.94,7.0
2025-11-29,search,Search - Generic,Search Ads,buy headphones,Tablet,,,,Mumbai,9087,431,0,16,61520,560.3,109.8,,,1.3,61.66,5.0
2025-11-10,shopping,Shopping - Apparel,Yoga Pants,,Tablet,P105,Yoga Pants,Apparel,Hyderabad,3314,123,77,2,1518,857.34,1.77,3.47,263.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy yoga pants,Tablet,,,,Mumbai,566,23,0,0,0,46.0,0.0,,,2.0,81.27,9.0
2025-11-20,search,Search - Generic,Search Ads,buy fitness tracker,Tablet,,,,Mumbai,6062,302,0,5,10845,715.74,15.15,,,2.37,118.07,5.0
2025-11-21,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Mobile,P115,Noise Cancelling Headphones,Electronics,Delhi,4073,184,83,5,21235,1436.49,14.78,3.6,667.0,,,
2025-11-15,shopping,Shopping - Apparel,Yoga Pants,,Tablet,P105,Yoga Pants,Apparel,Bangalore,7546,208,117,13,11726,2524.57,4.64,4.74,609.0,,,
2025-11-13,search,Search - Generic,Search Ads,buy laptop sleeve,Desktop,,,,Mumbai,7394,202,0,3,5043,78.78,64.01,,,0.39,10.65,4.0
2025-11-23,search,Search - Generic,Search Ads,buy sports shoes,Mobile,,,,Hyderabad,5038,156,0,4,10060,123.24,81.63,,,0.79,24.46,3.0
2025-11-12,shopping,Shopping - Home,Water Bottle,,Desktop,P111,Water Bottle,Home,Delhi,3181,88,44,6,12960,1479.19,8.76,4.51,497.0,,,
2025-11-17,shopping,Shopping - Apparel,Thermal Socks,,Mobile,P116,Thermal Socks,Apparel,Mumbai,5984,224,130,9,7254,812.85,8.92,4.11,307.0,,,
2025-12-02,search,Search - Generic,Search Ads,buy sports shoes,Tablet,,,,Mumbai,3982,138,0,3,5337,304.98,17.5,,,2.21,76.59,4.0
2025-11-14,search,Search - Generic,Search Ads,buy yoga pants,Desktop,,,,Chennai,8879,115,0,3,5877,281.75,20.86,,,2.45,31.73,7.0
2025-11-11,search,Search - Generic,Search Ads,buy thermal socks,Desktop,,,,Chennai,6838,59,0,0,0,100.89,0.0,,,1.71,14.75,5.0
2025-11-20,search,Search - Generic,Search Ads,buy yoga pants,Mobile,,,,Bangalore,7631,241,0,5,18065,416.93,43.33,,,1.73,54.64,6.0
2025-11-07,search,Search - Generic,Search Ads,buy office backpack,Tablet,,,,Hyderabad,11424,521,0,17,58565,197.98,295.81,,,0.38,17.33,7.0
2025-11-08,search,Search - Generic,Search Ads,buy thermal socks,Mobile,,,,Chennai,6073,222,0,1,1073,375.18,2.86,,,1.69,61.78,5.0
2025-11-09,search,Search - Generic,Search Ads,buy rucksack,Desktop,,,,Hyderabad,14381,1011,0,26,20904,1496.28,13.97,,,1.48,104.05,6.0
2025-11-28,shopping,Shopping - Kidswear,Baby Jacket,,Tablet,P103,Baby Jacket,Kidswear,Chennai,9775,218,14,18,8604,925.31,9.3,4.54,237.0,,,
2025-11-21,search,Search - Generic,Search Ads,buy winter wear,Tablet,,,,Chennai,5121,193,0,1,889,374.42,2.37,,,1.94,73.11,7.0
2025-11-20,search,Search - Generic,Search Ads,buy kids sneakers,Tablet,,,,Chennai,7415,377,0,14,36582,486.33,75.22,,,1.29,65.59,8.0
2025-12-03,shopping,Shopping - Apparel,Thermal Socks,,Mobile,P116,Thermal Socks,Apparel,Mumbai,1573,63,16,2,1928,724.34,2.66,3.81,701.0,,,
2025-11-07,search,Search - Generic,Search Ads,buy casual belt,Tablet,,,,Bangalore,4192,192,0,3,9321,278.4,33.48,,,1.45,66.41,8.0
2025-11-04,shopping,Shopping - Electronics,Bluetooth Headset,,Mobile,P110,Bluetooth Headset,Electronics,Delhi,3083,130,0,0,0,1454.96,0.0,3.9,598.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy rucksack,Desktop,,,,Delhi,6610,262,0,1,797,542.34,1.47,,,2.07,82.05,3.0
2025-11-07,search,Search - Generic,Search Ads,buy sports hoodie,Desktop,,,,Delhi,9850,230,0,4,4908,485.3,10.11,,,2.11,49.27,7.0
2025-12-01,search,Search - Generic,Search Ads,buy thermal jacket,Desktop,,,,Delhi,11719,526,0,21,17871,1194.02,14.97,,,2.27,101.89,4.0
2025-11-08,search,Search - Generic,Search Ads,buy digital watch,Mobile,,,,Mumbai,14066,491,0,0,0,662.85,0.0,,,1.35,47.12,7.0
2025-11-24,shopping,Shopping - Apparel,Hooded Sweatshirt,,Mobile,P113,Hooded Sweatshirt,Apparel,Mumbai,6263,184,146,3,2385,500.46,4.77,3.29,601.0,,,
2025-11-04,search,Search - Generic,Search Ads,buy digital watch,Tablet,,,,Bangalore,11424,567,0,2,6894,328.86,20.96,,,0.58,28.79,6.0
2025-11-26,search,Search - Generic,Search Ads,buy rucksack,Tablet,,,,Hyderabad,7303,322,0,9,5400,363.86,14.84,,,1.13,49.82,7.0
2025-11-20,shopping,Shopping - Footwear,Running Shoes,,Tablet,P101,Running Shoes,Footwear,Delhi,2059,49,5,1,1707,799.95,2.13,4.33,421.0,,,
2025-11-24,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Tablet,P115,Noise Cancelling Headphones,Electronics,Hyderabad,2937,100,49,0,0,1173.35,0.0,3.49,706.0,,,
2025-12-02,search,Search - Generic,Search Ads,buy rucksack,Tablet,,,,Hyderabad,8240,295,0,4,14676,708.0,20.73,,,2.4,85.92,3.0
2025-11-06,search,Search - Generic,Search Ads,buy casual belt,Tablet,,,,Hyderabad,4830,212,0,2,3580,252.28,14.19,,,1.19,52.23,7.0
2025-11-14,search,Search - Generic,Search Ads,buy sports shoes,Mobile,,,,Chennai,3680,87,0,1,2989,27.84,107.36,,,0.32,7.57,6.0
2025-11-07,search,Search - Generic,Search Ads,buy light jacket,Mobile,,,,Chennai,4012,251,0,1,1677,426.7,3.93,,,1.7,106.36,3.0
2025-11-30,search,Search - Generic,Search Ads,buy running gear,Mobile,,,,Chennai,8567,392,0,9,19827,960.4,20.64,,,2.45,112.1,4.0
2025-11-21,shopping,Shopping - Apparel,Thermal Socks,,Tablet,P116,Thermal Socks,Apparel,Hyderabad,7251,239,56,4,3356,845.93,3.97,4.61,141.0,,,
2025-11-26,search,Search - Generic,Search Ads,buy thermal jacket,Mobile,,,,Chennai,2954,75,0,3,3969,179.25,22.14,,,2.39,60.68,8.0
2025-12-02,search,Search - Generic,Search Ads,buy baby jacket,Desktop,,,,Bangalore,1895,46,0,0,0,14.72,0.0,,,0.32,7.77,5.0
2025-11-26,search,Search - Generic,Search Ads,buy leather boots,Desktop,,,,Bangalore,2893,79,0,0,0,165.9,0.0,,,2.1,57.35,6.0
2025-11-09,search,Search - Generic,Search Ads,buy thermal socks,Mobile,,,,Chennai,5532,5,0,0,0,11.5,0.0,,,2.3,2.08,4.0
2025-11-20,shopping,Shopping - Bags,Office Backpack,,Mobile,P112,Office Backpack,Bags,Chennai,2110,57,0,4,5032,568.21,8.86,4.02,143.0,,,
2025-11-22,shopping,Shopping - Apparel,Thermal Socks,,Desktop,P116,Thermal Socks,Apparel,Bangalore,6946,190,97,9,4914,2477.73,1.98,4.38,112.0,,,
2025-11-17,search,Search - Generic,Search Ads,buy laptop sleeve,Tablet,,,,Delhi,7739,277,0,1,3168,423.81,7.48,,,1.53,54.76,6.0
2025-11-09,search,Search - Generic,Search Ads,buy gym bag,Mobile,,,,Chennai,8735,73,0,0,0,166.44,0.0,,,2.28,19.05,8.0
2025-11-15,search,Search - Generic,Search Ads,buy winter wear,Mobile,,,,Hyderabad,4687,251,0,3,2319,220.88,10.5,,,0.88,47.13,9.0
2025-11-06,search,Search - Generic,Search Ads,buy summer shorts,Mobile,,,,Mumbai,8050,554,0,14,23184,476.44,48.66,,,0.86,59.19,8.0
2025-11-19,search,Search - Generic,Search Ads,buy outdoor backpack,Tablet,,,,Mumbai,917,37,0,1,3675,8.88,413.85,,,0.24,9.68,9.0
2025-11-18,search,Search - Generic,Search Ads,buy rucksack,Mobile,,,,Mumbai,7280,252,0,6,4926,299.88,16.43,,,1.19,41.19,3.0
2025-11-19,search,Search - Generic,Search Ads,buy warm jacket,Tablet,,,,Bangalore,11737,579,0,0,0,752.7,0.0,,,1.3,64.13,3.0
2025-11-16,search,Search - Generic,Search Ads,buy travel backpack,Desktop,,,,Mumbai,12958,685,0,9,18954,150.7,125.77,,,0.22,11.63,3.0
2025-11-07,search,Search - Generic,Search Ads,buy rucksack,Tablet,,,,Bangalore,832,20,0,0,0,27.0,0.0,,,1.35,32.45,7.0
2025-11-08,search,Search - Generic,Search Ads,buy puffer jacket,Desktop,,,,Mumbai,1747,7,0,0,0,16.59,0.0,,,2.37,9.5,9.0
2025-11-10,shopping,Shopping - Accessories,Digital Watch,,Desktop,P102,Digital Watch,Accessories,Bangalore,4138,210,67,10,21970,647.43,33.93,3.88,310.0,,,
2025-11-21,search,Search - Generic,Search Ads,buy fitness tracker,Tablet,,,,Delhi,2887,110,0,2,6062,152.9,39.65,,,1.39,52.96,8.0
2025-11-08,search,Search - Generic,Search Ads,buy summer shorts,Mobile,,,,Bangalore,12571,452,0,21,55881,185.32,301.54,,,0.41,14.74,8.0
2025-11-20,shopping,Shopping - Footwear,Running Shoes,,Desktop,P101,Running Shoes,Footwear,Mumbai,2698,78,36,2,4716,214.12,22.03,4.86,320.0,,,
2025-11-28,search,Search - Generic,Search Ads,buy t shirt,Desktop,,,,Chennai,2804,106,0,1,1952,87.98,22.19,,,0.83,31.38,4.0
2025-11-18,search,Search - Generic,Search Ads,buy hoodie,Mobile,,,,Delhi,10408,314,0,9,8064,646.84,12.47,,,2.06,62.15,9.0
2025-11-08,search,Search - Generic,Search Ads,buy baby clothes,Tablet,,,,Delhi,8097,285,0,1,1668,587.1,2.84,,,2.06,72.51,6.0
2025-11-29,search,Search - Generic,Search Ads,buy kids sneakers,Desktop,,,,Bangalore,14030,522,0,5,5675,480.24,11.82,,,0.92,34.23,8.0
2025-11-28,search,Search - Generic,Search Ads,buy running gear,Desktop,,,,Bangalore,7802,279,0,3,8565,507.78,16.87,,,1.82,65.08,6.0
2025-11-04,search,Search - Generic,Search Ads,buy headphones,Tablet,,,,Hyderabad,782,33,0,0,0,76.89,0.0,,,2.33,98.32,9.0
2025-11-19,search,Search - Generic,Search Ads,buy casual belt,Desktop,,,,Hyderabad,7237,101,0,2,3560,86.86,40.99,,,0.86,12.0,5.0
2025-11-20,search,Search - Generic,Search Ads,buy puffer jacket,Tablet,,,,Hyderabad,9165,565,0,11,25498,1265.6,20.15,,,2.24,138.09,8.0
2025-11-15,search,Search - Generic,Search Ads,buy stylish jacket,Mobile,,,,Mumbai,7302,344,0,10,33500,244.24,137.16,,,0.71,33.45,8.0
2025-11-06,search,Search - Generic,Search Ads,buy thermal jacket,Mobile,,,,Bangalore,5368,69,0,3,3756,146.28,25.68,,,2.12,27.25,3.0
2025-11-07,search,Search - Generic,Search Ads,buy phone case,Tablet,,,,Mumbai,7790,253,0,6,12384,164.45,75.31,,,0.65,21.11,5.0
2025-11-09,search,Search - Generic,Search Ads,buy baby jacket,Desktop,,,,Delhi,7191,276,0,5,11465,204.24,56.13,,,0.74,28.4,9.0
2025-11-29,search,Search - Generic,Search Ads,buy sports shoes,Mobile,,,,Mumbai,10465,303,0,9,7713,396.93,19.43,,,1.31,37.93,7.0
2025-11-13,shopping,Shopping - Bags,Travel Backpack,,Mobile,P104,Travel Backpack,Bags,Hyderabad,6592,166,172,6,8046,507.25,15.86,3.73,393.0,,,
2025-11-05,search,Search - Generic,Search Ads,buy digital watch,Desktop,,,,Delhi,5289,181,0,6,21456,235.3,91.19,,,1.3,44.49,9.0
2025-11-25,search,Search - Generic,Search Ads,buy stylish jacket,Desktop,,,,Bangalore,3602,236,0,0,0,335.12,0.0,,,1.42,93.04,3.0
2025-11-10,search,Search - Generic,Search Ads,buy sports hoodie,Mobile,,,,Delhi,9912,234,0,7,13195,203.58,64.81,,,0.87,20.54,6.0
2025-11-15,search,Search - Generic,Search Ads,buy gym bag,Tablet,,,,Delhi,4783,214,0,3,6372,151.94,41.94,,,0.71,31.77,6.0
2025-11-04,search,Search - Generic,Search Ads,buy kids jackets,Tablet,,,,Delhi,980,33,0,0,0,76.56,0.0,,,2.32,78.12,7.0
2025-11-29,search,Search - Generic,Search Ads,buy smartwatch,Tablet,,,,Chennai,13248,301,0,1,2132,96.32,22.13,,,0.32,7.27,7.0
2025-11-07,search,Search - Generic,Search Ads,buy smartwatch,Tablet,,,,Bangalore,9754,148,0,1,3344,50.32,66.45,,,0.34,5.16,7.0
2025-11-29,shopping,Shopping - Footwear,Kids Sneakers,,Mobile,P114,Kids Sneakers,Footwear,Hyderabad,6565,165,168,0,0,1071.13,0.0,3.72,299.0,,,
2025-11-21,shopping,Shopping - Kidswear,Baby Jacket,,Desktop,P103,Baby Jacket,Kidswear,Chennai,1092,38,8,1,1674,468.41,3.57,3.27,512.0,,,
2025-11-07,search,Search - Generic,Search Ads,buy thermal jacket,Desktop,,,,Bangalore,4408,115,0,5,3400,88.55,38.4,,,0.77,20.09,8.0
2025-11-21,search,Search - Generic,Search Ads,buy office backpack,Desktop,,,,Delhi,1207,41,0,2,3516,10.66,329.83,,,0.26,8.83,6.0
2025-11-15,shopping,Shopping - Apparel,Yoga Pants,,Desktop,P105,Yoga Pants,Apparel,Bangalore,648,21,13,0,0,160.51,0.0,4.44,760.0,,,
2025-11-14,search,Search - Generic,Search Ads,buy yoga pants,Desktop,,,,Bangalore,1799,62,0,2,5760,71.92,80.09,,,1.16,39.98,6.0
2025-12-02,search,Search - Generic,Search Ads,buy toddler jacket,Tablet,,,,Hyderabad,6082,184,0,0,0,460.0,0.0,,,2.5,75.63,7.0
2025-11-19,shopping,Shopping - Bags,Office Backpack,,Desktop,P112,Office Backpack,Bags,Mumbai,1091,34,6,2,3768,463.95,8.12,3.89,778.0,,,
2025-11-24,shopping,Shopping - Apparel,Yoga Pants,,Mobile,P105,Yoga Pants,Apparel,Hyderabad,4379,148,118,0,0,2028.69,0.0,4.24,179.0,,,
2025-11-09,search,Search - Generic,Search Ads,buy wireless earbuds,Tablet,,,,Delhi,2668,46,0,0,0,18.4,0.0,,,0.4,6.9,4.0
2025-11-24,search,Search - Generic,Search Ads,buy wireless earbuds,Desktop,,,,Delhi,2695,59,0,1,2775,52.51,52.85,,,0.89,19.48,6.0
2025-11-19,search,Search - Generic,Search Ads,buy kids jackets,Mobile,,,,Chennai,6386,184,0,1,969,294.4,3.29,,,1.6,46.1,8.0
2025-11-16,search,Search - Generic,Search Ads,buy thermal socks,Tablet,,,,Bangalore,4378,114,0,1,3143,124.26,25.29,,,1.09,28.38,5.0
2025-11-18,search,Search - Generic,Search Ads,buy headphones,Mobile,,,,Mumbai,11423,473,0,18,71172,203.39,349.93,,,0.43,17.81,8.0
2025-11-11,shopping,Shopping - Accessories,Laptop Sleeve,,Desktop,P118,Laptop Sleeve,Accessories,Hyderabad,2917,71,57,2,1822,564.96,3.23,3.6,779.0,,,
2025-11-20,shopping,Shopping - Bags,Office Backpack,,Tablet,P112,Office Backpack,Bags,Delhi,4125,92,118,3,5166,1460.75,3.54,4.58,710.0,,,
2025-11-13,search,Search - Generic,Search Ads,buy outdoor backpack,Tablet,,,,Bangalore,11976,482,0,12,5988,1036.3,5.78,,,2.15,86.53,4.0
2025-11-23,search,Search - Generic,Search Ads,buy travel backpack,Tablet,,,,Delhi,4616,189,0,1,2203,51.03,43.17,,,0.27,11.06,8.0
2025-11-05,search,Search - Generic,Search Ads,buy office backpack,Tablet,,,,Mumbai,2838,122,0,1,2773,112.24,24.71,,,0.92,39.55,3.0
2025-11-20,shopping,Shopping - Footwear,Leather Boots,,Mobile,P106,Leather Boots,Footwear,Delhi,6752,151,117,8,17848,3255.5,5.48,3.61,291.0,,,
2025-11-04,search,Search - Generic,Search Ads,buy headphones,Mobile,,,,Chennai,3686,171,0,0,0,189.81,0.0,,,1.11,51.49,9.0
2025-11-10,shopping,Shopping - Home,Water Bottle,,Mobile,P111,Water Bottle,Home,Mumbai,2951,99,17,2,2016,131.13,15.37,4.09,556.0,,,
2025-11-09,shopping,Shopping - Electronics,Bluetooth Headset,,Tablet,P110,Bluetooth Headset,Electronics,Hyderabad,1435,38,3,1,7353,546.41,13.46,3.85,480.0,,,
2025-11-24,shopping,Shopping - Apparel,Hooded Sweatshirt,,Desktop,P113,Hooded Sweatshirt,Apparel,Bangalore,4410,121,36,5,3480,706.19,4.93,3.61,610.0,,,
2025-11-28,search,Search - Generic,Search Ads,buy laptop sleeve,Mobile,,,,Delhi,1130,27,0,0,0,45.36,0.0,,,1.68,40.14,7.0
2025-11-08,shopping,Shopping - Footwear,Kids Sneakers,,Mobile,P114,Kids Sneakers,Footwear,Hyderabad,3721,136,70,3,6921,147.15,47.03,3.54,427.0,,,
2025-11-05,shopping,Shopping - Footwear,Kids Sneakers,,Tablet,P114,Kids Sneakers,Footwear,Delhi,3301,141,28,10,15690,1622.89,9.67,4.39,234.0,,,
2025-11-23,shopping,Shopping - Electronics,Bluetooth Headset,,Desktop,P110,Bluetooth Headset,Electronics,Bangalore,8615,354,128,16,53728,369.63,145.36,4.68,625.0,,,
2025-12-01,shopping,Shopping - Footwear,Leather Boots,,Desktop,P106,Leather Boots,Footwear,Bangalore,3831,91,46,3,4074,1243.79,3.28,3.38,444.0,,,
2025-12-02,search,Search - Generic,Search Ads,buy thermal socks,Tablet,,,,Chennai,2366,108,0,1,327,70.2,4.66,,,0.65,29.67,6.0
2025-11-30,search,Search - Generic,Search Ads,buy sunglasses,Mobile,,,,Mumbai,13767,605,0,3,4215,780.45,5.4,,,1.29,56.69,4.0
2025-11-10,search,Search - Generic,Search Ads,buy kids jackets,Mobile,,,,Mumbai,8772,289,0,2,1524,98.26,15.51,,,0.34,11.2,8.0
2025-11-28,shopping,Shopping - Apparel,Winter Gloves,,Desktop,P109,Winter Gloves,Apparel,Mumbai,7987,291,209,10,9510,757.28,12.56,3.71,87.0,,,
2025-11-13,shopping,Shopping - Footwear,Leather Boots,,Desktop,P106,Leather Boots,Footwear,Bangalore,6908,65,142,0,0,169.39,0.0,3.22,37.0,,,
2025-11-07,search,Search - Generic,Search Ads,buy winter gloves,Mobile,,,,Chennai,8398,320,0,6,18306,732.8,24.98,,,2.29,87.26,5.0
2025-11-17,search,Search - Generic,Search Ads,buy baby clothes,Tablet,,,,Hyderabad,8542,399,0,5,15475,654.36,23.65,,,1.64,76.61,8.0
2025-11-21,search,Search - Generic,Search Ads,buy yoga pants,Desktop,,,,Hyderabad,3015,95,0,2,5886,232.75,25.29,,,2.45,77.2,3.0
2025-11-22,shopping,Shopping - Home,Water Bottle,,Tablet,P111,Water Bottle,Home,Chennai,2582,62,74,1,1952,870.36,2.24,4.86,153.0,,,
2025-11-07,search,Search - Generic,Search Ads,buy bluetooth headset,Tablet,,,,Bangalore,5842,189,0,3,6264,207.9,30.13,,,1.1,35.59,7.0
2025-11-29,search,Search - Generic,Search Ads,buy winter wear,Mobile,,,,Chennai,6985,72,0,0,0,159.84,0.0,,,2.22,22.88,5.0
2025-11-16,search,Search - Generic,Search Ads,buy women's jackets,Desktop,,,,Delhi,12822,439,0,17,33932,399.49,84.94,,,0.91,31.16,8.0
2025-11-18,search,Search - Generic,Search Ads,buy puffer jacket,Desktop,,,,Hyderabad,8369,329,0,3,9816,608.65,16.13,,,1.85,72.73,5.0
2025-11-28,shopping,Shopping - Apparel,Cotton T-Shirt,,Desktop,P100,Cotton T-Shirt,Apparel,Mumbai,5952,157,56,0,0,2410.03,0.0,4.82,138.0,,,
2025-11-26,search,Search - Generic,Search Ads,buy summer shorts,Mobile,,,,Mumbai,1808,100,0,2,3048,67.0,45.49,,,0.67,37.06,7.0
2025-11-16,search,Search - Generic,Search Ads,buy water bottle,Tablet,,,,Delhi,6428,92,0,2,602,158.24,3.8,,,1.72,24.62,4.0
2025-11-16,search,Search - Generic,Search Ads,buy gym bag,Desktop,,,,Bangalore,8890,137,0,2,1764,298.66,5.91,,,2.18,33.6,6.0
2025-11-06,shopping,Shopping - Accessories,Laptop Sleeve,,Desktop,P118,Laptop Sleeve,Accessories,Chennai,3121,92,51,1,1680,1245.54,1.35,4.82,476.0,,,
2025-12-03,shopping,Shopping - Apparel,Yoga Pants,,Desktop,P105,Yoga Pants,Apparel,Mumbai,3644,78,42,1,461,893.58,0.52,4.25,71.0,,,
2025-11-09,search,Search - Generic,Search Ads,buy stylish jacket,Tablet,,,,Hyderabad,4663,103,0,5,6280,232.78,26.98,,,2.26,49.92,8.0
2025-12-03,search,Search - Generic,Search Ads,buy water bottle,Desktop,,,,Hyderabad,975,33,0,0,0,25.41,0.0,,,0.77,26.06,6.0
2025-11-24,search,Search - Generic,Search Ads,buy men's jackets,Mobile,,,,Hyderabad,233,7,0,0,0,8.82,0.0,,,1.26,37.85,5.0
2025-11-06,search,Search - Generic,Search Ads,buy outdoor backpack,Mobile,,,,Delhi,1690,54,0,1,2758,57.24,48.18,,,1.06,33.87,3.0
2025-11-30,shopping,Shopping - Accessories,Sunglasses,,Mobile,P108,Sunglasses,Accessories,Mumbai,7022,306,98,6,9642,3010.69,3.2,3.27,612.0,,,
2025-12-02,search,Search - Generic,Search Ads,buy baby clothes,Desktop,,,,Bangalore,7439,119,0,4,10740,116.62,92.09,,,0.98,15.68,4.0
2025-11-18,shopping,Shopping - Apparel,Yoga Pants,,Desktop,P105,Yoga Pants,Apparel,Bangalore,3770,87,56,2,1348,542.88,2.48,4.29,475.0,,,
2025-11-04,shopping,Shopping - Footwear,Leather Boots,,Mobile,P106,Leather Boots,Footwear,Bangalore,2681,35,24,0,0,1117.17,0.0,3.22,655.0,,,
2025-11-09,shopping,Shopping - Footwear,Leather Boots,,Desktop,P106,Leather Boots,Footwear,Hyderabad,2267,91,39,0,0,366.96,0.0,3.52,232.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy light jacket,Mobile,,,,Hyderabad,1965,72,0,0,0,20.88,0.0,,,0.29,10.63,6.0
2025-11-12,search,Search - Generic,Search Ads,buy thermal socks,Desktop,,,,Hyderabad,6200,207,0,5,18265,202.86,90.04,,,0.98,32.72,9.0
2025-11-16,shopping,Shopping - Accessories,Sunglasses,,Tablet,P108,Sunglasses,Accessories,Mumbai,7667,176,65,6,6270,1662.01,3.77,4.21,431.0,,,
2025-11-15,search,Search - Generic,Search Ads,buy warm jacket,Desktop,,,,Hyderabad,11271,402,0,0,0,192.96,0.0,,,0.48,17.12,7.0
2025-12-01,shopping,Shopping - Accessories,Laptop Sleeve,,Tablet,P118,Laptop Sleeve,Accessories,Mumbai,7512,200,53,14,29400,3182.61,9.24,4.87,769.0,,,
2025-11-13,shopping,Shopping - Electronics,Bluetooth Headset,,Tablet,P110,Bluetooth Headset,Electronics,Hyderabad,7816,238,93,2,10040,3346.54,3.0,3.37,779.0,,,
2025-11-05,search,Search - Generic,Search Ads,buy women's jackets,Tablet,,,,Delhi,5958,127,0,1,3014,299.72,10.06,,,2.36,50.31,8.0
2025-11-17,search,Search - Generic,Search Ads,buy running shoes,Mobile,,,,Chennai,11119,11,0,0,0,16.39,0.0,,,1.49,1.47,7.0
2025-11-25,search,Search - Generic,Search Ads,buy baby clothes,Mobile,,,,Bangalore,11206,528,0,15,44910,1193.28,37.64,,,2.26,106.49,8.0
2025-11-30,shopping,Shopping - Accessories,Digital Watch,,Desktop,P102,Digital Watch,Accessories,Mumbai,6348,133,49,7,4592,2998.83,1.53,3.86,605.0,,,
2025-11-04,search,Search - Generic,Search Ads,buy wireless earbuds,Mobile,,,,Delhi,5214,194,0,2,666,403.52,1.65,,,2.08,77.39,7.0
2025-11-11,shopping,Shopping - Electronics,Fitness Tracker,,Desktop,P117,Fitness Tracker,Electronics,Mumbai,2164,72,3,0,0,602.94,0.0,4.79,107.0,,,
2025-11-15,shopping,Shopping - Bags,Office Backpack,,Mobile,P112,Office Backpack,Bags,Bangalore,2310,65,59,0,0,779.29,0.0,3.2,57.0,,,
2025-11-08,search,Search - Generic,Search Ads,buy t shirt,Tablet,,,,Delhi,3045,118,0,2,4634,270.22,17.15,,,2.29,88.74,6.0
2025-11-16,shopping,Shopping - Footwear,Leather Boots,,Mobile,P106,Leather Boots,Footwear,Delhi,6552,172,128,9,22410,1158.32,19.35,4.59,331.0,,,
2025-11-20,search,Search - Generic,Search Ads,buy sports hoodie,Mobile,,,,Delhi,4972,246,0,1,3219,467.4,6.89,,,1.9,94.01,6.0
2025-11-27,search,Search - Generic,Search Ads,buy sports hoodie,Mobile,,,,Mumbai,1275,69,0,1,2570,148.35,17.32,,,2.15,116.35,3.0
2025-11-07,search,Search - Generic,Search Ads,buy bluetooth headset,Mobile,,,,Delhi,4851,99,0,2,6182,170.28,36.3,,,1.72,35.1,7.0
2025-11-05,shopping,Shopping - Bags,Office Backpack,,Tablet,P112,Office Backpack,Bags,Mumbai,1642,54,15,1,1436,356.95,4.02,3.36,475.0,,,
2025-11-13,shopping,Shopping - Bags,Travel Backpack,,Mobile,P104,Travel Backpack,Bags,Delhi,5953,196,53,5,3795,2724.34,1.39,4.85,322.0,,,
2025-11-20,shopping,Shopping - Accessories,Sunglasses,,Mobile,P108,Sunglasses,Accessories,Hyderabad,7241,209,175,10,3080,376.64,8.18,4.16,348.0,,,
2025-11-27,search,Search - Generic,Search Ads,buy casual belt,Mobile,,,,Delhi,4349,136,0,3,3252,239.36,13.59,,,1.76,55.04,8.0
2025-11-21,search,Search - Generic,Search Ads,buy rucksack,Tablet,,,,Bangalore,1615,62,0,1,3656,113.46,32.22,,,1.83,70.25,7.0
2025-11-23,search,Search - Generic,Search Ads,buy hoodie,Mobile,,,,Bangalore,4873,54,0,0,0,125.28,0.0,,,2.32,25.71,9.0
2025-11-04,search,Search - Generic,Search Ads,buy smartwatch,Mobile,,,,Mumbai,5025,259,0,8,3832,569.8,6.73,,,2.2,113.39,9.0
2025-11-21,search,Search - Generic,Search Ads,buy digital watch,Desktop,,,,Bangalore,11092,272,0,3,2028,511.36,3.97,,,1.88,46.1,8.0
2025-12-03,shopping,Shopping - Apparel,Yoga Pants,,Tablet,P105,Yoga Pants,Apparel,Delhi,7039,234,165,5,5860,1029.01,5.69,3.44,471.0,,,
2025-11-28,search,Search - Generic,Search Ads,buy light jacket,Mobile,,,,Bangalore,1110,39,0,0,0,10.92,0.0,,,0.28,9.84,5.0
